SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS
4062,2025-02-06,320,CLT   ,I ,NOT SPOILED,,,2,2,11,56,3,6,1,0,12,CLT-CUN-CLT-RDU-CLT-MCO-CLT,Starts10:25,1265-1210-1645-3026-3126-3126,10,2025-11-06 21:57:37.430
195,2024-04-17,777,DFW   ,I ,NOT SPOILED,19.42,,3,2,19,550,1,2,0,0,25,DFW-LHR-DFW,Starts15:15,50-51,15,2025-11-06 21:57:37.430
26551,2025-05-11,737,LAX   ,D ,NOT SPOILED,,,3,3,17,110,2,6,0,0,15,SNA-DFW-ABQ-DFW-RNO-DFW-SNA,Starts7:45,1382-9-1035-324-1361-2465,7,2025-11-06 21:57:37.430
18556,2024-12-31,737,DFW   ,I ,NOT SPOILED,,,1,1,7,190,2,2,0,0,1,DFW-NAS-DFW,Starts10:0,2585-2585,10,2025-11-06 21:57:37.430
20413,2024-07-06,737,MIA   ,I ,NOT SPOILED,5.5,,1,1,5,165,2,2,0,0,1,MIA-GUA-MIA,Starts11:11,2241-1258,11,2025-11-06 21:57:37.430
20182,2024-10-01,737,MIA   ,I ,NOT SPOILED,,,1,1,5,175,2,2,0,0,0,MIA-STT-MIA,Starts10:1,2490-2490,10,2025-11-06 21:57:37.430
5954,2024-09-16,320,DFW   ,I ,PARTIALLY SPOILED,10.36,3.23,2,2,10,123,3,4,0,0,12,DFW-DEN-DFW-IAD-DFW,Starts17:15,1322-1320-1390-1390,17,2025-11-06 21:57:37.430
8961,2025-04-09,320,MIA   ,I ,NOT SPOILED,,,2,2,10,76,2,4,0,0,15,MIA-DCA-SAT-DFW-MIA,Starts16:3,2412-1947-2609-3308,16,2025-11-06 21:57:37.430
21906,2024-04-06,737,MIA   ,I ,PARTIALLY SPOILED,11.56,5.58,2,2,11,160,3,4,0,0,18,MIA-AUS-MIA-SAL-MIA,Starts9:15,812-495-1751-1508,9,2025-11-06 21:57:37.430
5897,2024-11-07,320,DFW   ,I ,NOT SPOILED,,,1,1,5,165,2,2,0,0,0,DFW-MCO-DFW,Starts7:14,2119-2119,7,2025-11-06 21:57:37.430
7131,2024-09-18,320,DFW   ,I ,NOT SPOILED,10.87,,2,2,10,62,3,4,0,0,18,DFW-YVR-DFW-AUS-DFW,Starts8:19,1415-1099-2580-2580,8,2025-11-06 21:57:37.430
6538,2024-05-09,320,LAX   ,I ,FULLY SPOILED,11.47,11.47,2,2,11,333,1,2,0,0,19,LAX-HNL-LAX,Starts8:0,31-1480,8,2025-11-06 21:57:37.430
18919,2025-02-06,737,DFW   ,I ,NOT SPOILED,,,2,2,13,169,2,4,0,0,22,DFW-MIA-BOG-MIA-DFW,Starts5:1,2929-1151-926-2115,5,2025-11-06 21:57:37.430
5888,2024-07-16,320,DFW   ,I ,FULLY SPOILED,6.51,6.52,1,1,6,191,2,2,0,0,0,DFW-YYZ-DFW,Starts8:19,1993-1993,8,2025-11-06 21:57:37.430
124,2024-12-27,777,CLT   ,I ,NOT SPOILED,,,3,2,18,500,1,2,0,0,24,CLT-FRA-CLT,Starts18:30,704-705,18,2025-11-06 21:57:37.430
10474,2024-10-29,320,PHL   ,I ,NOT SPOILED,,,3,3,16,71,3,7,0,0,17,PHL-DFW-CLT-RIC-CLT-IND-DFW-PHL,Starts13:0,3010-1029-1946-2843-648-2456-2936,13,2025-11-06 21:57:37.430
17228,2024-04-14,320,DFW   ,D ,NOT SPOILED,15.61,,3,3,15,80,3,8,0,0,17,DFW-ABQ-DFW-ICT-DFW-DSM-DFW-GRR-DFW,Starts15:29,9-9-2863-1813-1371-1536-1576-1576,15,2025-11-06 21:57:37.430
521,2024-11-15,787,DFW   ,I ,NOT SPOILED,,,3,2,25,690,1,2,0,0,22,DFW-HND-DFW,Starts13:20,175-176,13,2025-11-06 21:57:37.430
1651,2024-03-26,787,ORD   ,I ,NOT SPOILED,16.67,,3,2,16,465,1,2,0,0,24,ORD-LHR-ORD,Starts19:30,86-87,19,2025-11-06 21:57:37.430
16559,2024-05-26,320,DFW   ,D ,NOT SPOILED,10.05,,2,2,10,135,3,4,0,0,13,DFW-TUS-DFW-RSW-DFW,Starts18:56,1207-2720-2736-2736,18,2025-11-06 21:57:37.430
4704,2024-03-16,320,CLT   ,I ,PARTIALLY SPOILED,11.25,3.5,2,2,11,54,3,6,0,0,15,CLT-TPA-CLT-RDU-CLT-DFW-CLT,Starts7:10,2152-2152-1897-2420-1695-1696,7,2025-11-06 21:57:37.430
324,2025-03-07,777,DFW   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430
7763,2025-07-25,320,LAX   ,I ,NOT SPOILED,,,2,2,11,336,1,2,0,0,24,LAX-LIH-LAX,Starts8:45,119-266,8,2025-11-06 21:57:37.430
116,2025-01-03,777,CLT   ,I ,NOT SPOILED,,,3,2,17,470,1,2,0,0,26,CLT-LHR-CLT,Starts18:10,730-735,18,2025-11-06 21:57:37.430
7789,2025-02-21,320,LAX   ,I ,NOT SPOILED,,,2,2,11,323,1,2,0,0,24,LAX-OGG-LAX,Starts9:23,271-254,9,2025-11-06 21:57:37.430
7966,2024-06-30,320,LAX   ,I ,NOT SPOILED,11.11,,2,2,11,320,1,2,0,0,24,LAX-OGG-LAX,Starts9:5,271-254,9,2025-11-06 21:57:37.430
10298,2025-04-15,320,PHL   ,I ,PARTIALLY SPOILED,,3.15,2,2,11,73,3,6,0,0,14,PHL-SRQ-PHL-PVD-DCA-BOS-PHL,Starts13:35,2305-2305-1531-1972-3207-2166,13,2025-11-06 21:57:37.430
19250,2024-09-12,737,DFW   ,I ,NOT SPOILED,10.51,,2,2,10,132,3,4,0,0,17,DFW-TQO-DFW-IND-DFW,Starts12:19,163-163-2711-1505,12,2025-11-06 21:57:37.430
5314,2025-06-09,320,DCA   ,I ,NOT SPOILED,,,1,1,7,105,4,4,0,0,0,DCA-ORD-DCA-BOS-DCA,Starts9:29,1200-2813-1421-1421,9,2025-11-06 21:57:37.430
8461,2024-07-29,320,LAX   ,I ,NOT SPOILED,10.9,,2,2,10,133,2,4,0,0,14,LAX-DFW-TUS-DFW-LAX,Starts7:0,792-2997-849-1540,7,2025-11-06 21:57:37.430
5981,2024-11-21,320,DFW   ,I ,NOT SPOILED,,,1,1,6,185,2,2,0,0,1,DFW-LAX-DFW,Starts15:0,1676-2559,15,2025-11-06 21:57:37.430
10148,2025-03-11,320,PHL   ,I ,NOT SPOILED,,,2,2,12,66,3,6,0,0,13,PHL-JAX-PHL-PVD-PHL-NAS-PHL,Starts8:30,1933-1933-2049-3130-1913-1913,8,2025-11-06 21:57:37.430
325,2025-03-27,777,DFW   ,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,25,DFW-LHR-DFW,Starts17:10,50-79,17,2025-11-06 21:57:37.430
788,2025-07-17,777,MIA   ,I ,NOT SPOILED,,,4,2,18,535,1,2,0,0,36,MIA-EZE-MIA,Starts21:40,931-900,21,2025-11-06 21:57:37.430
18052,2024-09-02,737,CLT   ,I ,NOT SPOILED,12.2,,2,2,12,116,3,5,0,0,12,CLT-JFK-MIA-BNA-MIA-CLT,Starts8:3,380-688-323-2830-1096,8,2025-11-06 21:57:37.430
21618,2024-05-08,737,MIA   ,I ,FULLY SPOILED,14.49,14.5,2,2,14,65,3,6,0,0,12,MIA-SXM-MIA-NAS-MIA-STT-MIA,Starts8:35,1834-1834-1211-1212-2490-2490,8,2025-11-06 21:57:37.430
19292,2024-09-13,737,DFW   ,I ,NOT SPOILED,14.14,,2,2,14,112,3,6,0,0,14,DFW-VPS-DFW-BNA-DFW-CUN-DFW,Starts8:40,388-388-2238-1103-1507-681,8,2025-11-06 21:57:37.430
19606,2024-07-21,737,DFW   ,I ,NOT SPOILED,6.4,,1,1,6,189,2,2,0,0,2,DFW-DCA-DFW,Starts7:6,1253-1177,7,2025-11-06 21:57:37.430
3696,2025-05-05,320,CLT   ,I ,NOT SPOILED,,,1,1,7,205,2,2,0,0,1,CLT-PUJ-CLT,Starts11:15,2790-2744,11,2025-11-06 21:57:37.430
20519,2024-09-02,737,MIA   ,I ,NOT SPOILED,14.05,,2,2,14,70,3,5,0,0,14,MIA-ORD-TPA-MIA-ANU-MIA,Starts8:33,1949-1101-1306-998-998,8,2025-11-06 21:57:37.430
20414,2024-11-27,737,MIA   ,I ,NOT SPOILED,,,1,1,7,235,2,2,0,0,1,MIA-CLO-MIA,Starts10:25,919-920,10,2025-11-06 21:57:37.430
28246,2024-06-05,737,ORD   ,D ,FULLY SPOILED,16.62,16.62,3,3,16,94,3,7,0,0,16,ORD-DCA-DFW-MEM-DFW-RSW-PHL-ORD,Starts13:30,489-2414-2079-1789-2474-487-1969,13,2025-11-06 21:57:37.430
7154,2024-06-17,320,DFW   ,I ,NOT SPOILED,11.2,,2,2,11,60,3,6,0,0,15,DFW-ORD-CLT-RDU-CLT-ORD-DFW,Starts13:16,2428-1039-1645-562-2756-1463,13,2025-11-06 21:57:37.430
26001,2024-07-19,737,DCA   ,D ,NOT SPOILED,17.19,,3,3,17,66,4,9,0,0,13,DCA-DFW-IND-CLT-BWI-CLT-CHS-CLT-MIA-DCA,Starts13:40,1177-2620-2221-2982-1464-1925-1531-1114-2648,13,2025-11-06 21:57:37.430
21309,2024-04-17,737,LGA   ,I ,NOT SPOILED,18.61,,3,3,18,109,2,6,0,1,21,LGA-DFW-OMA-CLT-AUA-CLT-LGA,Starts7:30,955-2188-2170-1346-872-1065,7,2025-11-06 21:57:37.430
19218,2024-05-07,737,CLT   ,I ,PARTIALLY SPOILED,10.46,4.03,2,2,10,116,3,5,0,0,12,CLT-ORD-BDL-CLT-BDL-CLT,Starts14:40,1315-2689-2992-657-2228,14,2025-11-06 21:57:37.430
20936,2024-08-11,737,MIA   ,I ,NOT SPOILED,14.83,,3,3,14,80,2,5,0,0,16,MIA-ORD-STL-MIA-MDE-MIA,Starts8:33,1949-2383-2981-1127-924,8,2025-11-06 21:57:37.430
4912,2024-06-21,320,CLT   ,I ,NOT SPOILED,11.41,,2,2,11,54,3,6,0,0,15,CLT-CUN-CLT-RDU-PHL-CHS-CLT,Starts10:35,1265-1210-782-2781-1471-969,10,2025-11-06 21:57:37.430
314,2024-07-04,787,DFW   ,I ,NOT SPOILED,24.75,,3,2,24,710,1,2,0,0,26,DFW-NRT-DFW,Starts12:5,61-60,12,2025-11-06 21:57:37.430
19589,2025-04-22,737,DFW   ,I ,NOT SPOILED,,,2,2,11,81,3,6,0,0,15,DFW-DCA-CLT-BNA-DFW-MSY-DFW,Starts12:30,1978-2040-526-1365-2291-2291,12,2025-11-06 21:57:37.430
5814,2024-09-24,320,DFW   ,I ,FULLY SPOILED,5.87,5.87,1,1,5,174,2,2,0,0,0,DFW-LAS-DFW,Starts7:6,1890-1890,7,2025-11-06 21:57:37.430
28708,2024-07-30,737,ORD   ,D ,FULLY SPOILED,13.27,13.27,2,2,13,122,3,6,0,0,13,ORD-LGA-CLT-PVD-ORD-RDU-ORD,Starts7:0,2194-2855-2276-360-2043-2043,7,2025-11-06 21:57:37.430
19305,2024-05-13,737,CLT   ,I ,FULLY SPOILED,10.49,10.5,2,2,10,62,3,6,0,0,14,CLT-DTW-CLT-CHS-CLT-BOS-CLT,Starts7:25,2582-2582-958-1731-2327-2327,7,2025-11-06 21:57:37.430
22036,2024-03-15,737,MIA   ,I ,NOT SPOILED,10.43,,2,2,10,66,3,6,0,0,16,MIA-CMW-MIA-GUA-MIA-TPA-MIA,Starts12:19,1319-1488-1027-1006-2507-2507,12,2025-11-06 21:57:37.430
319,2025-04-03,787,DFW   ,I ,NOT SPOILED,,,3,2,20,565,1,2,0,0,25,DFW-BCN-DFW,Starts17:45,192-193,17,2025-11-06 21:57:37.430
9322,2025-05-28,320,MIA   ,I ,PARTIALLY SPOILED,,2.85,3,3,15,102,3,6,0,0,17,MIA-BDA-CLT-IND-MIA-BWI-MIA,Starts18:0,308-2085-3087-3104-2371-2372,18,2025-11-06 21:57:37.430
10434,2024-06-17,320,PHX   ,I ,NOT SPOILED,5.48,,1,1,5,161,2,2,0,0,0,PHX-MCI-PHX,Starts9:15,1622-1622,9,2025-11-06 21:57:37.430
21197,2025-03-19,737,MIA   ,I ,NOT SPOILED,,,3,3,16,155,2,5,0,0,16,MIA-DFW-CLE-MIA-MDE-MIA,Starts5:18,1226-1554-2887-1127-924,5,2025-11-06 21:57:37.430
119,2024-03-10,777,CLT   ,I ,NOT SPOILED,18.58,,3,2,18,515,1,2,0,0,25,CLT-MUC-CLT,Starts17:55,716-717,17,2025-11-06 21:57:37.430
21449,2024-04-10,737,MIA   ,I ,NOT SPOILED,15.61,,3,3,15,68,3,6,0,0,15,MIA-SDQ-MIA-TPA-MIA-UIO-MIA,Starts8:42,2099-2099-2842-678-833-932,8,2025-11-06 21:57:37.430
1211,2024-11-16,777,MIA   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,MIA-BCN-MIA,Starts17:40,112-113,17,2025-11-06 21:57:37.430
28004,2024-09-29,737,ORD   ,D ,NOT SPOILED,7.03,,1,1,7,204,2,2,0,0,0,ORD-FCA-ORD,Starts8:13,1339-1339,8,2025-11-06 21:57:37.430
10585,2024-09-12,320,PHX   ,I ,NOT SPOILED,5.09,,1,1,5,48,4,4,0,0,0,PHX-SBP-PHX-TUS-PHX,Starts13:55,3132-3132-3133-3133,13,2025-11-06 21:57:37.430
215,2025-02-27,777,DFW   ,I ,NOT SPOILED,,,3,2,25,695,1,2,0,0,25,DFW-NRT-DFW,Starts10:35,61-60,10,2025-11-06 21:57:37.430
7532,2025-01-29,320,DFW   ,I ,PARTIALLY SPOILED,,5.82,2,2,11,69,3,6,0,0,16,DFW-AUS-DFW-IAH-DFW-SLC-DFW,Starts8:0,1304-1233-3283-2287-2845-2845,8,2025-11-06 21:57:37.430
19287,2025-03-13,737,DFW   ,I ,PARTIALLY SPOILED,,5.15,3,3,16,133,3,6,0,0,18,DFW-BZE-MIA-ORF-DFW-MSP-DFW,Starts12:25,2451-1552-775-2282-2806-3105,12,2025-11-06 21:57:37.430
305,2024-11-17,777,DFW   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts16:20,50-79,16,2025-11-06 21:57:37.430
25792,2025-05-08,737,DCA   ,D ,NOT SPOILED,,,1,1,5,149,2,2,0,0,2,DCA-MIA-DCA,Starts8:25,422-1233,8,2025-11-06 21:57:37.430
9529,2024-11-23,320,MIA   ,I ,FULLY SPOILED,,17.35,3,3,17,65,3,7,0,0,17,MIA-STI-MIA-NAS-PHL-RSW-DFW-MIA,Starts11:15,1917-1917-1284-1913-801-1656-695,11,2025-11-06 21:57:37.430
7503,2025-05-27,320,DFW   ,I ,NOT SPOILED,,,3,3,15,124,3,6,0,0,19,DFW-DEN-DFW-ONT-DFW-RSW-DFW,Starts16:35,1322-1322-711-2956-1267-2736,16,2025-11-06 21:57:37.430
28377,2024-08-12,737,ORD   ,D ,NOT SPOILED,10.49,,2,2,10,93,3,5,0,0,12,ORD-BWI-ORD-OMA-CLT-ORD,Starts8:13,2940-2940-2727-2170-2052,8,2025-11-06 21:57:37.430
5420,2025-04-08,320,DCA   ,I ,NOT SPOILED,,,3,3,18,96,3,7,0,0,20,DCA-CLT-STT-CLT-SRQ-DCA-MCO-DCA,Starts8:0,1518-2432-2684-2604-3282-2139-589,8,2025-11-06 21:57:37.430
28083,2024-08-21,737,ORD   ,D ,NOT SPOILED,16.62,,3,3,16,86,3,7,0,0,16,ORD-MCO-ORD-MSP-DFW-BNA-PHL-ORD,Starts8:5,2119-2119-1596-1395-1396-2809-1959,8,2025-11-06 21:57:37.430
18643,2025-04-28,737,DFW   ,I ,NOT SPOILED,,,1,1,5,157,2,2,0,0,0,DFW-PIT-DFW,Starts14:44,1868-1868,14,2025-11-06 21:57:37.430
466,2024-10-12,787,DFW   ,I ,NOT SPOILED,,,1,1,4,141,2,2,0,0,1,DFW-PHX-DFW,Starts8:7,520-3004,8,2025-11-06 21:57:37.430
20012,2024-06-07,737,LGA   ,I ,PARTIALLY SPOILED,11.21,7.9,2,2,11,145,2,4,0,0,16,LGA-MIA-SDQ-MIA-LGA,Starts11:25,2850-368-987-1530,11,2025-11-06 21:57:37.430
27907,2024-05-13,737,ORD   ,D ,PARTIALLY SPOILED,17.02,2.33,3,3,17,66,3,8,0,0,19,ORD-RSW-ORD-DSM-DFW-AUS-CLT-DCA-ORD,Starts12:39,2391-2391-774-1536-843-798-1775-1922,12,2025-11-06 21:57:37.430
19486,2024-09-18,737,DFW   ,I ,NOT SPOILED,11.09,,2,2,11,160,3,4,0,0,14,DFW-SLC-DFW-CUN-DFW,Starts15:56,131-2066-1507-681,15,2025-11-06 21:57:37.430
18705,2025-04-17,737,DFW   ,I ,NOT SPOILED,,,2,2,12,164,2,4,0,0,24,DFW-MIA-SJO-MIA-DFW,Starts5:0,3189-1593-1600-3293,5,2025-11-06 21:57:37.430
18629,2025-06-05,737,DFW   ,I ,NOT SPOILED,,,1,1,6,189,2,2,0,0,1,DFW-NAS-DFW,Starts13:16,1005-1005,13,2025-11-06 21:57:37.430
19829,2024-03-03,737,DFW   ,I ,NOT SPOILED,6.35,,1,1,6,171,2,2,0,0,0,DFW-ONT-DFW,Starts8:33,1820-1820,8,2025-11-06 21:57:37.430
328,2025-07-14,787,DFW   ,I ,NOT SPOILED,,,3,2,25,730,1,2,0,0,23,DFW-HND-DFW,Starts12:30,175-176,12,2025-11-06 21:57:37.430
20464,2025-01-04,737,MIA   ,I ,NOT SPOILED,,,2,2,12,81,3,5,0,0,16,MIA-DCA-MCO-MIA-XPL-MIA,Starts8:14,1627-1170-2371-517-1096,8,2025-11-06 21:57:37.430
18850,2025-02-04,737,DFW   ,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,DFW-PVR-DFW,Starts8:8,2639-2639,8,2025-11-06 21:57:37.430
20953,2024-10-16,737,MIA   ,I ,NOT SPOILED,,,2,2,13,63,3,6,0,0,13,MIA-DCA-MIA-TPA-MIA-SJO-MIA,Starts8:3,2878-2878-2842-1306-413-1600,8,2025-11-06 21:57:37.430
7246,2024-07-20,320,DFW   ,I ,NOT SPOILED,17.3,,3,3,17,125,3,6,0,0,19,DFW-SJD-DFW-ATL-MIA-YUL-DFW,Starts8:29,1304-1304-2403-1368-2702-1964,8,2025-11-06 21:57:37.430
5977,2024-04-08,320,DFW   ,I ,NOT SPOILED,17.45,,3,3,17,167,2,5,0,0,14,DFW-MIA-PHL-PUJ-PHL-DFW,Starts7:11,1702-581-2641-2641-771,7,2025-11-06 21:57:37.430
21434,2024-09-27,737,MIA   ,I ,NOT SPOILED,15.57,,3,3,15,120,2,5,0,0,16,MIA-ORD-PHL-MIA-MDE-MIA,Starts6:45,1642-1969-832-1127-924,6,2025-11-06 21:57:37.430
5837,2024-07-06,320,DFW   ,I ,NOT SPOILED,8.08,,1,1,8,233,2,2,0,0,0,DFW-SEA-DFW,Starts7:0,2767-2767,7,2025-11-06 21:57:37.430
592,2024-04-03,787,LAX   ,I ,NOT SPOILED,22.25,,3,2,22,610,1,2,0,0,28,LAX-HND-LAX,Starts10:15,27-26,10,2025-11-06 21:57:37.430
20934,2025-05-03,737,MIA   ,I ,FULLY SPOILED,,5.83,1,1,5,160,2,2,0,0,0,MIA-STT-MIA,Starts9:16,1461-2899,9,2025-11-06 21:57:37.430
9012,2025-04-11,320,MIA   ,I ,NOT SPOILED,,,3,3,15,90,3,6,0,0,12,MIA-SCU-MIA-ATL-DFW-BOS-MIA,Starts8:35,1519-1532-2255-1567-1048-1259,8,2025-11-06 21:57:37.430
18713,2025-03-18,737,DFW   ,I ,NOT SPOILED,,,3,3,15,86,3,6,0,0,18,DFW-DCA-TPA-PHL-CLT-BWI-DFW,Starts15:6,1629-544-809-2034-1318-1213,15,2025-11-06 21:57:37.430
8087,2024-04-30,320,MIA   ,I ,NOT SPOILED,10.81,,2,2,10,66,3,6,0,0,15,MIA-RTB-MIA-TPA-MIA-MSY-MIA,Starts12:10,347-347-1921-2503-2286-2286,12,2025-11-06 21:57:37.430
3824,2024-04-21,320,CLT   ,I ,PARTIALLY SPOILED,15.4,1.7,3,3,15,99,3,7,0,0,14,CLT-MCO-CLT-MSY-DCA-NAS-DCA-CLT,Starts17:11,1749-1749-947-1845-2106-2845-2040,17,2025-11-06 21:57:37.430
21123,2024-09-18,737,MIA   ,I ,NOT SPOILED,15.52,,3,3,15,100,3,6,0,0,16,MIA-CLT-PHL-BNA-MIA-MDE-MIA,Starts7:21,1094-2822-1417-876-1127-924,7,2025-11-06 21:57:37.430
486,2024-06-22,777,LAX   ,I ,NOT SPOILED,29.33,,4,2,29,825,1,2,0,0,25,LAX-SYD-LAX,Starts22:30,73-72,22,2025-11-06 21:57:37.430
18593,2025-01-25,737,DFW   ,I ,NOT SPOILED,,,1,1,7,205,2,2,0,0,1,DFW-GCM-DFW,Starts10:24,355-2672,10,2025-11-06 21:57:37.430
22573,2025-05-20,737,ORD   ,I ,NOT SPOILED,,,1,1,5,144,2,2,0,0,0,ORD-MSY-ORD,Starts8:19,2236-2236,8,2025-11-06 21:57:37.430
4864,2025-06-23,320,CLT   ,I ,NOT SPOILED,,,2,2,10,54,3,6,0,0,14,CLT-MSP-CLT-RDU-CLT-TPA-CLT,Starts7:25,2619-2619-2704-2420-2710-2710,7,2025-11-06 21:57:37.430
8639,2025-04-19,320,MIA   ,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,1,MIA-PUJ-MIA,Starts10:29,2419-2634,10,2025-11-06 21:57:37.430
5041,2025-05-27,320,CLT   ,I ,NOT SPOILED,,,3,3,16,98,3,7,0,0,15,CLT-MCO-DFW-SAN-DFW-ATL-PHL-CLT,Starts7:5,2406-2075-1521-2535-1248-1428-2879,7,2025-11-06 21:57:37.430
427,2025-01-27,787,DFW   ,I ,NOT SPOILED,,,3,2,25,695,1,2,0,0,22,DFW-HND-DFW,Starts14:0,175-176,14,2025-11-06 21:57:37.430
19772,2024-11-25,737,DFW   ,I ,NOT SPOILED,,,3,3,15,71,3,7,0,0,17,DFW-CUN-DFW-IAH-DFW-CLE-ORD-DFW,Starts7:15,1343-1601-2438-1995-1554-2925-2534,7,2025-11-06 21:57:37.430
21145,2024-03-28,737,LGA   ,I ,FULLY SPOILED,10.08,10.08,2,2,10,109,2,4,0,0,16,LGA-MIA-KIN-MIA-LGA,Starts6:0,1249-1400-2370-2044,6,2025-11-06 21:57:37.430
3862,2024-10-02,320,CLT   ,I ,FULLY SPOILED,,16.73,3,3,16,73,4,10,0,0,13,CLT-TPA-CLT-TUL-DFW-MSY-DFW-XNA-CLT-SDF-CLT,Starts13:5,2915-2915-2662-2352-1854-1854-2143-2371-2142-2142,13,2025-11-06 21:57:37.430
26031,2024-03-17,737,LGA   ,D ,FULLY SPOILED,10.48,10.47,2,2,10,73,2,4,0,0,12,LGA-DFW-IAH-DFW-LGA,Starts15:59,1608-2209-1472-2513,15,2025-11-06 21:57:37.430
18621,2025-04-29,737,DFW   ,I ,FULLY SPOILED,,10.9,2,2,10,130,3,4,0,0,18,DFW-BZE-MIA-RIC-DFW,Starts12:20,2451-534-983-2067,12,2025-11-06 21:57:37.430
21218,2024-03-20,737,MIA   ,I ,FULLY SPOILED,11.46,11.47,2,2,11,155,3,4,0,0,19,MIA-AUS-MIA-SAL-MIA,Starts8:20,1290-2294-1751-1494,8,2025-11-06 21:57:37.430
570,2024-10-24,787,DFW   ,I ,NOT SPOILED,,,3,2,20,575,1,2,0,0,25,DFW-FRA-DFW,Starts16:10,70-71,16,2025-11-06 21:57:37.430
333,2024-03-08,777,DFW   ,I ,NOT SPOILED,19.58,,3,2,19,540,1,2,0,0,26,DFW-LHR-DFW,Starts17:15,80-81,17,2025-11-06 21:57:37.430
19603,2024-03-25,737,DFW   ,I ,NOT SPOILED,9.5,,2,2,9,109,3,4,0,0,21,DFW-MBJ-MIA-MSY-DFW,Starts9:26,2865-2963-329-2224,9,2025-11-06 21:57:37.430
28011,2024-10-20,737,ORD   ,D ,NOT SPOILED,,,1,1,6,202,2,2,0,0,0,ORD-SLC-ORD,Starts8:10,1658-1658,8,2025-11-06 21:57:37.430
18633,2025-04-22,737,DFW   ,I ,PARTIALLY SPOILED,,4.15,3,3,16,67,3,8,0,0,17,DFW-SRQ-DFW-SAT-DFW-MSY-ORD-AUS-DFW,Starts13:43,2679-2679-1599-2374-1455-2236-1235-789,13,2025-11-06 21:57:37.430
9597,2024-06-25,320,PHL   ,I ,PARTIALLY SPOILED,5.28,2.68,1,1,5,156,2,2,0,0,0,PHL-MCO-PHL,Starts15:51,1689-1783,15,2025-11-06 21:57:37.430
8503,2024-09-05,320,MIA   ,I ,FULLY SPOILED,5.62,5.62,1,1,5,165,2,2,0,0,0,MIA-SJU-MIA,Starts12:23,2421-2421,12,2025-11-06 21:57:37.430
427,2025-01-20,787,DFW   ,I ,NOT SPOILED,,,3,2,25,695,1,2,0,0,22,DFW-HND-DFW,Starts14:0,175-176,14,2025-11-06 21:57:37.430
24518,2024-05-21,737,DCA   ,D ,PARTIALLY SPOILED,5.25,2.68,1,1,5,154,2,2,0,0,2,DCA-MIA-DCA,Starts13:50,1254-656,13,2025-11-06 21:57:37.430
20001,2024-09-22,737,LGA   ,I ,NOT SPOILED,11.1,,2,2,11,140,3,4,0,0,22,LGA-MIA-SDQ-MIA-LGA,Starts8:0,391-1154-1154-1530,8,2025-11-06 21:57:37.430
3963,2025-05-04,320,CLT   ,I ,NOT SPOILED,,,2,2,10,96,3,6,0,0,13,CLT-RSW-CLT-IND-CLT-MCO-CLT,Starts8:55,2399-1842-1981-346-2127-2127,8,2025-11-06 21:57:37.430
19699,2024-05-27,737,DFW   ,I ,PARTIALLY SPOILED,15.63,6.57,3,3,15,95,3,6,0,0,17,DFW-PVR-DFW-OMA-ORD-CUN-DFW,Starts8:24,353-353-2466-1754-492-316,8,2025-11-06 21:57:37.430
244,2025-01-22,777,DFW   ,I ,NOT SPOILED,,,3,2,19,540,1,2,0,0,25,DFW-LHR-DFW,Starts15:20,20-51,15,2025-11-06 21:57:37.430
18980,2024-08-05,737,DFW   ,I ,NOT SPOILED,11.08,,2,2,11,135,3,4,0,0,18,DFW-BZE-MIA-ORF-DFW,Starts12:19,539-700-1445-1914,12,2025-11-06 21:57:37.430
21354,2024-04-29,737,LGA   ,I ,NOT SPOILED,17.61,,3,3,17,91,2,6,0,0,24,LGA-DFW-MEM-CLT-AUA-CLT-LGA,Starts7:30,955-1789-538-874-872-1065,7,2025-11-06 21:57:37.430
27074,2024-03-21,737,ORD   ,D ,NOT SPOILED,7.77,,1,1,7,222,2,2,0,0,0,ORD-LAS-ORD,Starts15:3,2447-2447,15,2025-11-06 21:57:37.430
9672,2025-05-09,320,PHL   ,I ,NOT SPOILED,,,3,3,16,106,3,7,0,0,19,PHL-FLL-PHL-ORD-CHS-PHL-BDA-PHL,Starts8:25,1333-1333-3063-2171-2253-825-1117,8,2025-11-06 21:57:37.430
723,2024-03-10,777,LAX   ,I ,NOT SPOILED,29.66,,4,2,29,845,1,2,0,0,25,LAX-SYD-LAX,Starts23:25,73-72,23,2025-11-06 21:57:37.430
